TEAM_ID,MISSION_TIME,PACKET_COUNT,PACKET_TYPE,TP_ALTITUDE,TP_TEMP,TP_VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,POINTING_ERROR,TP_SOFTWARE_STATE
1095,08:59:03,171,T,1.3,57.62,8.63,-0.0061,-0.0046,0.0062,-0.1245,0.747,9.0601,35.1771,108.072,-77.8417,0.66,Standby
1095,08:59:03,172,T,1.3,57.7,8.63,0.0012,0.0052,0.0015,-0.1293,0.7614,9.0074,34.2751,130.1165,-57.2111,1.89,Standby
1095,08:59:03,173,T,1.3,58.06,8.63,-0.0007,0.0019,-0.0067,-0.158,0.747,8.9739,39.3262,105.0252,-74.201,0.35,Standby
1095,08:59:03,174,T,1.3,57.62,8.63,-0.004,-0.0018,0.0104,-0.1245,0.7662,9.0362,36.6202,80.83,-33.4598,1.94,Standby
1095,08:59:04,175,T,1.2,58.17,8.63,-0.0008,0.0072,-0.0077,-0.1293,0.7566,9.0314,38.4242,91.5834,4.3342,1.32,Standby
1095,08:59:04,176,T,1.2,57.49,8.63,0,0.0048,-0.0038,-0.1437,0.7662,9.0314,38.4242,79.3962,-28.6055,0.89,Standby
1095,08:59:04,177,T,1.2,57.76,8.63,-0.0031,-0.0019,0.0143,-0.1149,0.7327,8.9979,38.2438,93.9133,3.4673,0.73,Standby
1095,08:59:04,178,T,1.2,57.9,8.63,0.0019,0.0094,-0.0038,-0.1054,0.7231,9.0362,35.1771,124.5606,-23.0578,1.55,Standby
1095,08:59:05,179,T,1.2,58.23,8.63,0.0072,0.0006,-0.0057,-0.1149,0.7997,9.0553,34.4555,124.2022,-70.9071,1.9,Standby
1095,08:59:05,180,T,1.2,58.05,8.63,-0.0073,-0.0034,0.0178,-0.1389,0.7566,9.1128,34.4555,126.3528,-27.5653,0.36,Standby
1095,08:59:05,181,T,1.2,58.02,8.63,-0.0089,0.0026,0.0018,-0.1245,0.7039,9.0266,35.5379,122.4099,-72.294,1.66,Standby
1095,08:59:05,182,T,1.2,58.08,8.63,-0.0009,0.0019,-0.0066,-0.1341,0.7806,8.9883,39.8674,95.8848,-67.093,1.54,Standby
1095,08:59:06,183,T,1.2,57.85,8.63,-0.0007,0.0082,0.0067,-0.1293,0.7422,9.1032,35.8987,120.2592,-73.3342,0.75,Standby
1095,08:59:06,184,T,1.2,58.1,8.63,-0.0019,0.0116,-0.009,-0.1245,0.8093,9.0505,35.5379,126.3528,-34.5,1.13,Standby
1095,08:59:06,185,T,1.2,58.33,8.63,-0.0081,-0.0023,-0.007,-0.1293,0.7758,8.9979,36.2595,120.6177,-75.4146,1.97,Standby
1095,08:59:07,186,T,1.2,58.15,8.63,-0.0007,0.0076,-0.0018,-0.1484,0.7279,9.0218,37.3418,91.5834,-60.5051,1.58,Standby
1095,08:59:07,187,T,1.2,58.03,8.63,-0.0067,-0.0001,-0.0131,-0.1341,0.7806,9.0745,35.7183,117.2124,-76.9749,1.22,Standby
1095,08:59:07,188,T,1.2,58.25,8.63,0.004,0.0068,0.0039,-0.1245,0.7997,9.1367,38.6046,89.9704,-60.6784,0.45,Standby
1095,08:59:07,189,T,1.2,57.93,8.63,-0.0096,-0.0009,-0.0058,-0.1341,0.7231,9.108,36.2595,82.2638,-10.9221,0.35,Standby
1095,08:59:08,190,T,1.2,57.5,8.63,-0.0031,-0.0023,0.0092,-0.0958,0.771,9.0936,38.785,89.0743,-58.7714,0.5,Standby
1095,08:59:08,191,T,1.2,57.73,8.63,0.0061,0.0064,-0.0014,-0.1389,0.7949,8.9883,37.3418,82.6222,-11.2688,1.33,Standby
1095,08:59:08,192,T,1.2,58.36,8.63,-0.0105,-0.0058,0.0096,-0.1101,0.7806,9.0745,38.4242,105.2044,0.5201,1.86,Standby
1095,08:59:08,193,T,1.2,58.22,8.63,0.0044,0.0017,-0.0042,-0.1149,0.7949,9.0027,36.2595,129.9373,-41.4347,1.9,Standby
1095,08:59:09,194,T,1.2,57.88,8.63,-0.0017,0.0079,-0.0042,-0.1197,0.7901,8.9739,38.4242,105.9213,0.5201,0.42,Standby
1095,08:59:09,195,T,1.2,58.48,8.63,-0.0099,0.003,-0.0125,-0.1484,0.747,8.9931,34.6359,128.6828,-43.6885,0.47,Standby
1095,08:59:09,196,T,1.2,58.44,8.63,0.0008,0.0009,0.0028,-0.1437,0.7039,9.0505,34.4555,115.241,-78.5352,0.98,Standby
1095,08:59:09,197,T,1.2,57.72,8.63,-0.0093,0.0027,0.0107,-0.1293,0.7279,9.017,36.2595,129.2204,-46.289,1.24,Standby
1095,08:59:10,198,T,1.2,58.42,8.63,0.0031,-0.0031,0.0076,-0.1389,0.7518,9.0314,37.5222,112.5526,-80.0955,1.69,Standby
1095,08:59:10,199,T,1.2,58.46,8.63,-0.0024,0.0026,0.0134,-0.1293,0.7566,9.0649,37.883,85.669,-49.5829,1.65,Standby
1095,08:59:10,200,T,1.2,58.3,8.63,0.0132,0.0064,-0.0001,-0.1532,0.7758,9.0027,36.981,84.7729,-3.6407,0.78,Standby
1095,08:59:10,201,T,1.2,58.55,8.63,-0.0039,-0.0151,0.0146,-0.1149,0.7375,9.0027,40.4085,84.5937,-49.2362,1.79,Standby
1095,08:59:11,202,T,1.2,57.68,8.63,0.0092,0.0075,0.0123,-0.1341,0.7375,9.0601,37.3418,86.2067,-3.6407,1.04,Standby
1095,08:59:11,203,T,1.2,57.89,8.63,-0.0049,-0.0043,-0.0077,-0.1149,0.7758,9.0936,35.8987,110.9396,-4.3342,1.37,Standby
1095,08:59:11,204,T,1.2,58.15,8.63,-0.0003,0.0011,0.0015,-0.1341,0.7662,9.0266,38.9654,88.1782,-2.4271,0.79,Standby
1095,08:59:11,205,T,1.2,58.02,8.63,0.0003,0.0026,0.0094,-0.1245,0.7662,9.1272,37.1614,113.2695,-6.2412,1.77,Standby
1095,08:59:12,206,T,1.2,57.76,8.63,0.0043,-0.0041,0.0063,-0.1245,0.7566,9.0362,35.5379,131.0127,-53.9171,1.28,Standby
1095,08:59:12,207,T,1.2,58.08,8.63,-0.0007,0.0027,-0.0026,-0.1389,0.7758,9.108,37.3418,114.1656,-6.4146,1.95,Standby
1095,08:59:12,208,T,1.2,58.69,8.63,-0.0069,0.0011,-0.0065,-0.1437,0.7566,9.1367,34.6359,128.6828,-56.8643,1,Standby
1095,08:59:12,209,T,1.2,58.57,8.63,-0.0105,-0.0006,-0.0016,-0.1293,0.7806,9.0362,37.1614,115.4202,-9.3618,1.01,Standby
1095,08:59:13,210,T,1.2,58.4,8.63,-0.0029,-0.003,0.0031,-0.1245,0.7662,9.0074,34.0947,128.1451,-58.7714,1.59,Standby
1095,08:59:13,211,T,1.2,58.14,8.63,-0.0041,-0.0026,0.0032,-0.1341,0.7327,9.0218,37.5222,106.1005,-77.6684,1.35,Standby
1095,08:59:13,212,T,1.2,58.28,8.63,0.0004,0.0052,0.0028,-0.1293,0.7806,9.1128,36.0791,129.0412,-58.2513,1.28,Standby
1095,08:59:14,213,T,1.2,57.89,8.63,-0.0067,-0.0005,-0.0082,-0.1245,0.7231,9.0027,36.4399,105.7421,-77.6684,1.21,Standby
1095,08:59:14,214,T,1.2,58.23,8.63,0.0037,0.012,0.0091,-0.1389,0.7853,9.0889,38.2438,82.0845,-37.1005,1.28,Standby
1095,08:59:14,215,T,1.2,58.07,8.63,-0.0009,-0.0045,-0.0009,-0.1006,0.8045,9.1463,36.6202,89.4327,0.8668,1.86,Standby
1095,08:59:14,216,T,1.2,58.23,8.63,0.0031,0.0027,0.0124,-0.1054,0.7614,9.0697,39.1458,79.7546,-37.2739,0.9,Standby
1095,08:59:15,217,T,1.2,58.06,8.63,-0.0085,-0.001,-0.0174,-0.1484,0.6752,8.9548,37.7026,89.7912,0.5201,1.21,Standby
1095,08:59:15,218,T,1.2,58.51,8.63,0.0077,0.0028,0.0122,-0.1293,0.7949,9.0601,35.3575,118.2878,-12.4824,0.99,Standby
1095,08:59:15,219,T,1.2,57.85,8.63,-0.0104,-0.0038,-0.0022,-0.1101,0.7422,9.0745,38.2438,89.2535,2.0804,1.96,Standby
1095,08:59:15,220,T,1.3,57.86,8.63,0.0104,0.0044,-0.0158,-0.0958,0.7806,9.0074,36.0791,116.1371,-12.4824,1.97,Standby
1095,08:59:16,221,T,1.3,57.86,8.63,-0.0045,-0.003,-0.013,-0.1341,0.7949,9.041,35.1771,129.2204,-60.1583,1.55,Standby
1095,08:59:16,222,T,1.3,58.38,8.63,0.0035,0.0056,0.0018,-0.158,0.747,9.041,37.1614,104.6668,-75.9347,1.8,Standby
1095,08:59:16,223,T,1.3,57.9,8.63,-0.0047,-0.0074,0.0071,-0.1149,0.7422,9.0793,34.2751,129.3997,-62.0654,0.71,Standby
1095,08:59:16,224,T,1.3,57.91,8.63,0.01,0.0039,0.0019,-0.1149,0.7806,9.0266,35.1771,104.1291,-74.3744,1.34,Standby
1095,08:59:17,225,T,1.3,58.88,8.63,0.0021,-0.0001,-0.0022,-0.1437,0.7853,9.0074,34.6359,125.4567,-61.3719,0.45,Standby
1095,08:59:17,226,T,1.3,58.06,8.63,-0.0076,-0.0069,0.0126,-0.1197,0.7183,9.0266,40.4085,102.8745,-78.0151,0.44,Standby
1095,08:59:17,227,T,1.3,58.82,8.63,-0.0008,0.0038,-0.0043,-0.1341,0.7901,8.9979,39.1458,81.1884,-33.1131,1.84,Standby
1095,08:59:17,228,T,1.3,58.79,8.63,-0.0044,0.0054,-0.001,-0.1532,0.7518,9.0314,37.3418,91.9419,2.9472,1.59,Standby
1095,08:59:18,229,T,1.3,58.63,8.63,-0.0061,-0.0113,0.0162,-0.1197,0.7518,9.0122,37.3418,79.3962,-29.299,1.22,Standby
1095,08:59:18,230,T,1.3,58.03,8.63,0.0015,0.0084,-0.0094,-0.1389,0.7422,9.0697,38.4242,94.451,2.9472,1.41,Standby
1095,08:59:18,231,T,1.3,58.24,8.63,-0.0048,-0.0021,-0.0071,-0.1101,0.8045,9.0984,36.4399,122.5891,-21.8442,0.79,Standby
1095,08:59:18,232,T,1.3,58.12,8.63,-0.0035,0.0067,-0.0026,-0.1149,0.7518,9.1032,38.6046,94.6302,2.7739,0.84,Standby
1095,08:59:19,233,T,1.3,58.83,8.63,-0.0044,0.0031,-0.0138,-0.1197,0.771,9.0984,35.5379,123.8437,-24.098,1.17,Standby
1095,08:59:19,234,T,1.3,58.34,8.63,-0.0113,-0.0019,0.0028,-0.1484,0.7662,8.9979,37.3418,96.6017,2.9472,1.58,Standby
1095,08:59:19,235,T,1.3,59,8.63,-0.0053,-0.0041,0.0114,-0.0958,0.7662,9.0074,35.8987,123.4853,-24.4447,1.7,Standby
1095,08:59:20,236,T,1.3,58.47,8.63,0.0052,0.003,0.0024,-0.1293,0.7614,9.0889,33.9143,120.7969,-70.7337,1.18,Standby
1095,08:59:20,237,T,1.3,58.91,8.63,-0.0097,0.0006,-0.0085,-0.1437,0.7327,9.0841,38.2438,96.4225,-68.6533,0.38,Standby
1095,08:59:20,238,T,1.3,58.31,8.63,-0.0025,0.0024,0.0024,-0.1293,0.7183,9.0649,34.9967,119.3631,-73.8543,1.38,Standby
1095,08:59:20,239,T,1.3,58.06,8.63,-0.0087,0.0058,-0.0146,-0.1006,0.7806,9.0122,39.5066,92.6588,-66.0528,0.32,Standby
1095,08:59:21,240,T,1.3,58.11,8.63,0.0012,0.0072,-0.0235,-0.1628,0.7566,9.0601,38.0634,80.83,-16.8166,0.54,Standby
1095,08:59:21,241,T,1.3,58.71,8.63,-0.0169,-0.0002,-0.0036,-0.1389,0.7806,9.0601,36.4399,98.9316,2.4271,1.69,Standby
1095,08:59:21,242,T,1.3,58.34,8.63,0.0004,-0.0007,0.0006,-0.1197,0.7183,8.9787,35.3575,81.3676,-15.603,0.76,Standby
1095,08:59:21,243,T,1.3,58.65,8.63,-0.0024,0.005,-0.0059,-0.1389,0.7949,9.1128,37.7026,101.9784,1.907,2,Standby
1095,08:59:22,244,T,1.3,58.74,8.63,-0.0084,0.0006,0.0019,-0.1054,0.7901,9.0601,36.6202,80.4715,-13.0025,0.98,Standby
1095,08:59:22,245,T,1.3,58.31,8.63,-0.0057,0.0046,-0.0286,-0.1437,0.7135,9.0984,37.883,102.1576,2.0804,0.41,Standby
1095,08:59:22,246,T,1.3,58.13,8.63,-0.0296,0.0135,-0.0339,-0.1437,0.7279,9.0697,36.8006,127.9659,-38.4875,1.01,Standby
1095,08:59:22,247,T,1.2,58.81,8.63,0.014,0.016,-0.0161,-0.182,0.7422,8.9404,38.785,104.846,1.5603,1.15,Standby
1095,08:59:23,248,T,1.2,58.5,8.63,-0.0017,-0.0035,0.0188,-0.1484,0.771,9.017,36.6202,129.5789,-40.0478,1.23,Standby
1095,08:59:23,249,T,1.2,58.49,8.63,-0.0027,0.0013,0.0008,-0.1484,0.7614,8.9979,35.1771,115.5994,-77.495,0.33,Standby
1095,08:59:23,250,T,1.2,58.93,8.63,-0.002,0.0019,0.002,-0.1293,0.7806,9.0074,37.883,88.1782,-58.2513,0.78,Standby
1095,08:59:23,251,T,1.2,58.81,8.63,0.0016,0.0091,-0.0109,-0.1484,0.747,9.108,37.3418,116.6748,-78.5352,0.56,Standby
1095,08:59:24,252,T,1.2,58.21,8.63,-0.0008,-0.0023,-0.0009,-0.1484,0.7566,8.9356,38.785,88.7158,-57.0377,1.28,Standby
1095,08:59:24,253,T,1.2,58.68,8.63,-0.0113,-0.0046,0.0409,-0.1293,0.747,9.0936,37.5222,83.8768,-8.6683,1.24,Standby
1095,08:59:24,254,T,1.2,58.71,8.63,0.0065,-0.0045,0.0216,-0.1293,0.7327,9.0458,40.4085,86.3859,-53.7437,0.48,Standby
1095,08:59:24,255,T,1.2,58.28,8.63,-0.0043,-0.0033,0.0176,-0.1245,0.7231,8.9691,37.3418,84.056,-7.108,1.3,Standby
1095,08:59:25,256,T,1.2,58.86,8.63,0.0029,0.002,0.0054,-0.1197,0.7375,8.9835,37.1614,87.4613,-53.0503,1.57,Standby
1095,08:59:25,257,T,1.2,58.7,8.63,0.0069,-0.0055,0.0333,-0.1532,0.747,9.0218,36.981,83.6976,-5.7211,1.12,Standby
1095,08:59:25,258,T,1.2,58.58,8.63,0.0011,-0.0054,0.0464,-0.1532,0.7566,8.9596,36.6202,105.5629,-3.294,0.53,Standby
1095,08:59:25,259,T,1.2,58.43,8.63,-0.0019,-0.0121,0.0494,-0.1197,0.7662,9.0314,38.785,85.4898,-4.6809,1.26,Standby
1095,08:59:26,260,T,1.2,58.89,8.63,-0.01,-0.0017,0.0148,-0.1101,0.747,9.1032,36.6202,109.8643,-2.9472,0.87,Standby
1095,08:59:26,261,T,1.3,58.52,8.63,-0.0044,-0.0003,-0.0053,-0.1006,0.7853,8.9787,34.8163,127.7866,-51.49,1.75,Standby
1095,08:59:26,262,T,1.3,59.22,8.63,0.0005,-0.0037,-0.0021,-0.0958,0.8141,9.0314,36.4399,111.1188,-4.8543,1.31,Standby
1095,08:59:27,263,T,1.2,58.79,8.63,0.0069,0.0044,0.0176,-0.1245,0.7566,8.9596,36.981,128.1451,-51.1432,1.73,Standby
1095,08:59:27,264,T,1.2,58.75,8.63,-0.0079,-0.0101,0.0339,-0.1101,0.6991,9.0074,37.5222,111.4773,-78.7086,0.39,Standby
1095,08:59:27,265,T,1.3,58.58,8.63,0.0043,-0.0034,-0.0005,-0.1341,0.747,8.9069,34.6359,129.3997,-53.397,0.56,Standby
1095,08:59:27,266,T,1.3,58.49,8.63,0.0077,0.009,0.012,-0.1149,0.7949,8.9835,36.4399,110.0435,-78.7086,0.53,Standby
1095,08:59:28,267,T,1.3,58.32,8.63,0.0029,-0.0039,-0.0106,-0.1149,0.8141,8.9835,40.2282,83.3391,-45.9422,0.85,Standby
1095,08:59:28,268,T,1.3,57.94,8.63,-0.002,0.0031,0.0043,-0.1341,0.7853,9.0362,36.8006,108.9681,-79.0553,0.55,Standby
1095,08:59:28,269,T,1.3,57.87,8.63,-0.0035,-0.0031,0.0104,-0.1101,0.7087,9.0505,38.785,83.3391,-46.289,0.41,Standby
1095,08:59:28,270,T,1.3,58.64,8.63,-0.0015,0.0005,-0.0069,-0.1197,0.7279,9.041,37.3418,88.3574,-1.907,0.49,Standby
1095,08:59:29,271,T,1.3,57.84,8.63,0.0045,0.0054,-0.0051,-0.1054,0.8189,9.0458,36.2595,114.5241,-6.0678,1.94,Standby
1095,08:59:29,272,T,1.3,58.64,8.63,-0.0093,-0.0034,-0.0012,-0.1484,0.8045,9.0218,39.1458,87.9989,-0.5201,0.34,Standby
1095,08:59:29,273,T,1.3,58.13,8.63,-0.0057,0.0039,0.0006,-0.1293,0.7183,9.0505,34.9967,114.3448,-8.3216,1.15,Standby
1095,08:59:29,274,T,1.3,57.86,8.63,0.0063,0.0048,-0.007,-0.1293,0.7901,9.0793,35.1771,129.2204,-57.7312,0.99,Standby
1095,08:59:30,275,T,1.3,58.46,8.63,-0.0071,-0.0002,0.0027,-0.1484,0.7327,9.0314,36.4399,106.459,-78.7086,1.81,Standby
1095,08:59:30,276,T,1.3,58.33,8.63,-0.0013,0.004,0.011,-0.1006,0.7806,9.0649,35.3575,128.6828,-58.598,0.68,Standby
1095,08:59:30,277,T,1.3,58.83,8.63,-0.0092,-0.0018,-0.0038,-0.1149,0.7949,9.1128,36.0791,106.459,-78.3618,0.39,Standby
1095,08:59:30,278,T,1.3,58.35,8.63,-0.004,0.0059,-0.0071,-0.1484,0.7279,8.9739,39.687,81.7261,-39.8744,1.75,Standby
1095,08:59:31,279,T,1.4,58.49,8.63,0.0024,-0.0018,-0.0067,-0.1484,0.6848,8.9979,35.3575,105.7421,-77.6684,0.55,Standby
1095,08:59:31,280,T,1.4,57.96,8.63,-0.0019,0.0007,0.008,-0.1341,0.7853,9.0122,40.7693,82.0845,-37.1005,0.55,Standby
1095,08:59:31,281,T,1.4,58.39,8.63,-0.0024,0.0054,0.0018,-0.1245,0.7614,9.1032,36.8006,103.5914,-77.3216,1.55,Standby
1095,08:59:31,282,T,1.4,57.91,8.63,-0.0063,0.0035,-0.0016,-0.1293,0.8045,9.0458,38.9654,82.0845,-36.4071,1.27,Standby
1095,08:59:32,283,T,1.4,57.99,8.63,-0.0043,0.0035,-0.0046,-0.1293,0.771,9.0218,36.4399,104.3083,-78.7086,0.45,Standby
1095,08:59:32,284,T,1.4,58.56,8.63,0.0007,0.0023,0.0123,-0.1341,0.7758,9.0266,38.6046,82.0845,-35.7136,0.61,Standby
1095,08:59:32,285,T,1.4,58.86,8.63,0.0012,-0.0038,0.0046,-0.1245,0.7327,9.108,36.4399,129.0412,-60.3317,0.48,Standby
1095,08:59:33,286,T,1.4,58.24,8.63,-0.0079,0.0032,-0.0012,-0.1437,0.7375,9.0458,39.1458,81.9053,-38.6608,0.35,Standby
1095,08:59:33,287,T,1.4,58.42,8.63,0.0007,-0.0038,0.0094,-0.1101,0.7375,8.9117,38.9654,88.8951,1.0402,1.47,Standby
1095,08:59:33,288,T,1.4,58.1,8.63,0.0055,0.0024,0.0098,-0.1101,0.7566,9.1176,36.0791,116.4955,-12.1357,0.77,Standby
1095,08:59:33,289,T,1.4,58.66,8.63,0.0033,-0.0017,0.0138,-0.1389,0.7279,9.0745,34.4555,128.5035,-58.4246,0.75,Standby
1095,08:59:34,290,T,1.4,58.31,8.63,-0.0069,0.003,-0.0102,-0.1389,0.7422,9.0074,36.6202,116.6748,-13.0025,0.96,Standby
1095,08:59:34,291,T,1.4,58.04,8.63,0.0012,0.0043,0.0094,-0.1197,0.8141,9.1224,35.3575,127.6074,-59.9849,1.59,Standby
1095,08:59:34,292,T,1.4,58.59,8.63,-0.0019,0.003,-0.0032,-0.1484,0.771,9.0266,36.8006,104.3083,-76.2814,1.18,Standby
1095,08:59:34,293,T,1.4,58.33,8.63,-0.0023,-0.0033,-0.0022,-0.1054,0.771,9.0793,39.687,82.443,-35.3668,1.28,Standby
1095,08:59:35,294,T,1.4,58.13,8.63,0.0001,0.0009,0.0008,-0.1149,0.7997,9.0218,39.1458,103.4122,-77.8417,1.79,Standby
1095,08:59:35,295,T,1.4,58.48,8.63,-0.0029,-0.0006,0.0064,-0.1341,0.7183,9.0027,39.5066,81.1884,-36.5804,1.66,Standby
1095,08:59:35,296,T,1.4,58.47,8.63,-0.0031,-0.0023,0.0134,-0.1197,0.7518,9.017,38.2438,90.3288,1.7337,1.65,Standby
1095,08:59:35,297,T,1.4,58.25,8.63,-0.0013,0.0038,0.0064,-0.1437,0.7518,9.0601,40.4085,81.0092,-35.3668,0.89,Standby
1095,08:59:36,298,T,1.4,58.39,8.63,-0.0001,0.0003,-0.0063,-0.1245,0.7422,9.0027,38.785,89.0743,2.6005,0.42,Standby
1095,08:59:36,299,T,1.4,58.36,8.63,-0.0041,-0.005,0.0034,-0.1341,0.7518,8.9883,36.4399,117.9293,-14.5628,1.01,Standby
1095,08:59:36,300,T,1.4,58.82,8.63,0.0027,0.0024,0.0024,-0.1437,0.7662,9.0314,33.7339,127.4282,-63.9724,0.64,Standby
1095,08:59:36,301,T,1.4,58.78,8.63,-0.0041,0.0031,-0.0127,-0.1054,0.7566,9.0841,36.4399,119.3631,-15.9498,1.88,Standby
1095,08:59:37,302,T,1.4,58.24,8.63,-0.0032,-0.0058,-0.0053,-0.1101,0.7614,8.9643,36.4399,126.8905,-64.4925,1.19,Standby
1095,08:59:37,303,T,1.4,58.26,8.63,0.0039,0.0079,-0.0037,-0.1245,0.7949,9.0649,36.8006,120.4385,-15.9498,1.45,Standby
1095,08:59:37,304,T,1.4,58.26,8.63,0.0001,0.0013,-0.0016,-0.1245,0.7901,9.0984,34.8163,126.3528,-63.2789,0.58,Standby
1095,08:59:37,305,T,1.4,58.42,8.63,-0.0096,-0.0054,0,-0.1389,0.7087,8.9739,35.7183,119.0047,-17.3367,0.72,Standby
1095,08:59:38,306,T,1.5,58.55,8.63,0.0005,0.003,0.0143,-0.1149,0.7901,8.9787,34.2751,125.8152,-63.799,0.55,Standby
1095,08:59:38,307,T,1.5,59.14,8.63,-0.0028,0.0028,-0.001,-0.1341,0.7806,9.1607,37.7026,99.8277,-75.7613,1.27,Standby
1095,08:59:38,308,T,1.4,59.01,8.63,-0.0071,-0.0054,0.0039,-0.1197,0.7279,9.0458,36.4399,127.6074,-63.799,1.43,Standby
1095,08:59:38,309,T,1.4,58.68,8.63,-0.0043,-0.0025,0.006,-0.091,0.7949,9.0697,36.981,101.6199,-75.4146,1.4,Standby
1095,08:59:39,310,T,1.4,59,8.63,0.0037,0.0072,-0.0089,-0.1389,0.7758,9.0266,39.5066,81.1884,-32.4196,0.81,Standby
1095,08:59:39,311,T,1.4,58.44,8.63,0.0031,-0.0102,0.0074,-0.1149,0.7614,8.9643,38.785,102.3368,-77.1483,1.17,Standby
1095,08:59:39,312,T,1.4,59.1,8.63,0.0109,0.0064,-0.0009,-0.1341,0.7231,8.9308,38.4242,80.4715,-31.7261,1.85,Standby
1095,08:59:40,313,T,1.4,58.71,8.63,-0.0162,-0.0018,-0.0111,-0.1101,0.8189,9.0984,39.8674,92.3003,1.5603,0.4,Standby
1095,08:59:40,314,T,1.4,58.3,8.63,-0.0104,0.002,-0.0162,-0.1484,0.6896,9.0745,36.2595,120.2592,-16.1231,0.84,Standby
1095,08:59:40,315,T,1.4,58.41,8.63,-0.002,0.0059,0.0011,-0.1197,0.7758,8.9787,38.2438,91.4042,1.7337,0.48,Standby
1095,08:59:40,316,T,1.4,58.86,8.63,-0.0053,-0.0034,-0.0109,-0.1341,0.7662,9.0458,36.6202,118.467,-14.3895,1.39,Standby
1095,08:59:41,317,T,1.4,58.35,8.63,-0.0035,0.0084,0.0104,-0.1293,0.8093,9.1272,35.1771,128.1451,-61.892,0.58,Standby
1095,08:59:41,318,T,1.3,59.1,8.63,-0.0016,-0.0017,0.0023,-0.1149,0.7853,9.0122,35.8987,116.3163,-15.0829,0.96,Standby
1095,08:59:41,319,T,1.3,58.99,8.63,0.0056,0.0024,0.0096,-0.1149,0.7901,9.0984,36.0791,127.6074,-59.9849,1.84,Standby
1095,08:59:41,320,T,1.3,58.38,8.63,-0.0024,0.003,0.009,-0.1341,0.7662,9.0122,38.785,105.2044,-79.2287,1.31,Standby
1095,08:59:42,321,T,1.3,58.76,8.63,-0.0032,-0.0073,0.0018,-0.1101,0.6991,8.9213,38.785,81.1884,-37.6206,1.52,Standby
1095,08:59:42,322,T,1.4,58.99,8.63,-0.0043,-0.0035,0.0016,-0.1293,0.747,9.108,36.6202,118.1085,-12.3091,1.41,Standby
1095,08:59:42,323,T,1.4,58.32,8.63,-0.0029,-0.0015,0.0042,-0.1054,0.7422,9.0505,34.4555,128.5035,-60.5051,0.58,Standby
1095,08:59:42,324,T,1.4,58.44,8.63,-0.0036,0.0027,-0.0006,-0.1437,0.6848,9.0601,36.6202,115.241,-12.6558,0.78,Standby
1095,08:59:43,325,T,1.4,58.63,8.63,-0.0129,-0.0009,-0.0103,-0.1484,0.7135,9.0553,36.6202,128.862,-59.8116,1.12,Standby
1095,08:59:43,326,T,1.4,58.55,8.63,-0.0033,0.0006,0,-0.1149,0.7853,9.0745,38.9654,104.6668,-78.0151,1.72,Standby
1095,08:59:43,327,T,1.4,59.38,8.63,0.0047,-0.0035,0.0015,-0.091,0.7997,9.0745,34.9967,129.0412,-58.9447,1.24,Standby
1095,08:59:43,328,T,1.4,58.87,8.63,-0.0008,-0.0046,0.001,-0.1341,0.747,9.1032,37.1614,107.8928,-79.402,1.97,Standby
1095,08:59:44,329,T,1.4,58.99,8.63,-0.0055,0.0132,-0.0146,-0.1341,0.7614,9.0936,35.5379,129.9373,-55.9975,0.85,Standby
1095,08:59:44,330,T,1.4,59.02,8.63,-0.0129,0.0032,-0.0131,-0.1341,0.7614,9.0553,37.5222,106.459,-77.6684,1.94,Standby
1095,08:59:44,331,T,1.4,59.01,8.63,-0.0059,0.0059,-0.0127,-0.1437,0.7039,8.9883,37.3418,83.6976,-42.1282,1.85,Standby
1095,08:59:44,332,T,1.4,59.38,8.63,0.0095,-0.0142,0.0219,-0.091,0.8332,9.0697,38.0634,87.6405,-0.5201,1.29,Standby
1095,08:59:45,333,T,1.4,59.21,8.63,0.0198,-0.003,0.073,-0.1341,0.771,8.9643,38.0634,81.9053,-44.902,0.32,Standby
1095,08:59:45,334,T,1.4,59.03,8.63,-0.0236,-0.0182,0.0399,-0.1197,0.7279,9.0074,38.4242,87.9989,-1.907,1.99,Standby
1095,08:59:45,335,T,1.4,59.42,8.63,-0.0093,0.0091,-0.0494,-0.1245,0.747,9.0936,35.8987,113.8072,-7.8015,0.51,Standby
1095,08:59:45,336,T,1.4,59.17,8.63,0.0001,0.0172,-0.0318,-0.1341,0.7901,8.9835,37.7026,87.9989,-3.294,1.17,Standby
1095,08:59:46,337,T,1.4,58.51,8.63,-0.0111,-0.0198,0.0175,-0.1101,0.771,9.0553,36.8006,112.1942,-6.9347,0.67,Standby
1095,08:59:46,338,T,1.4,59.23,8.63,0.0019,0.017,-0.0058,-0.1101,0.8332,9.0362,34.6359,130.1165,-50.6231,1.92,Standby
1095,08:59:46,339,T,1.4,59.39,8.63,-0.0056,-0.0034,0.0091,-0.1245,0.7901,9.132,38.0634,108.7889,-79.2287,2,Standby
1095,08:59:47,340,T,1.4,59.42,8.63,-0.0104,-0.0082,0.0043,-0.1389,0.7327,8.9835,35.3575,128.6828,-52.3568,1.3,Standby
1095,08:59:47,341,T,1.4,59.46,8.63,0.0008,0.0084,0.009,-0.1149,0.7949,9.0984,38.4242,108.7889,-79.9221,0.96,Standby
